"","Brum.HAP1.GTS","Brum.KBM7.GTS","Weis14.csa.avg","Sabb15.KBM7.cs","Sabb15.K562.cs","Sabb15.Jiyoye.cs","Sabb15.Raji.cs","Sabb17.EOL","Sabb17.HEL","Sabb17.MOLM13","Sabb17.MonoMac1","Sabb17.NB4.rep1","Sabb17.NB4.rep2","Sabb17.OCI.AML2","Sabb17.OCI.AML3","Sabb17.OCI.AML5","Sabb17.P31.FUJ","Sabb17.PL21","Sabb17.SKM1","Sabb17.TF1","Sabb17.THP1","CGC_Tier","TSgene","rank"
"14567",0.5358904,0.5515588,-0.01374618,-1.195,-1.552,-0.688,-0.792,-1.179,-2.037,-0.631,-0.625,-1.016,-0.66,-1.028,-0.896,-1.434,-1.044,-1.469,-0.821,-1.903,-0.368,0,0,6799
"14568",0.25,0.6666667,-0.03096081,0.124,-0.246,-0.188,0.035,-0.331,0.449,-0.5,-0.152,0.15,0.506,-0.417,0.191,-0.028,-0.424,0.023,0.045,-0.133,0.216,0,0,12149
"14569",0.3333333,0.7,-0.008615694,-1.128,-1.168,-1.325,-0.65,-1.055,-0.724,-1.447,-0.373,-0.701,-1.503,-1.229,-1.005,-0.876,-0.684,-0.767,-0.585,-1.229,-1.063,0,0,5952
"14570",0.5416667,0.507109,-0.01910885,-0.042,-0.652,0.064,0.021,-0.241,0.04,-0.759,0.14,0.263,-0.103,-0.245,0.142,-0.302,-0.103,0.248,-0.211,-0.182,-0.567,0,0,18343
"14571",0.4336283,0.56,-0.001287697,-0.246,-1.114,-0.113,-0.194,-0.028,-0.124,-0.082,0.22,-0.67,-0.477,-0.163,-0.026,0.06,0.004,0.159,0.15,-0.108,0.068,0,0,6807
"14572",0.4764777,0.4922481,-0.009583487,0.041,-0.766,0.131,0.041,-0.149,-0.136,-0.398,0.194,-0.083,-0.348,-0.089,-0.14,-0.465,-0.243,-0.091,-0.314,-0.346,0.03,0,0,8244
"14573",0.1153846,0.1017699,-0.03039353,-1.923,-1.439,-1.373,-0.453,-1.708,-1.995,-1.644,-1.842,-1.603,-1.741,-2.22,-1.384,-1.779,-2.542,-0.899,-2.42,-2.554,-3.652,0,0,5893
"14574",0.4812968,0.4875944,-0.008885875,-0.595,-1.1,-0.272,-0.601,-0.888,-1.148,-1.442,-0.508,-0.677,-0.413,-0.645,-0.379,-1.511,-1.127,-0.698,-0.633,-1.152,-0.824,0,0,11450
"14575",0.4294294,0.4863014,-0.009421579,-0.317,-0.474,-0.104,-0.158,-0.686,0.035,-0.686,0.043,-0.188,-0.014,-0.174,-0.294,-0.299,-0.208,-0.758,0.082,-0.704,0.079,0,0,780
"14576",0.4726101,0.4613095,-0.01510844,0.11,-0.365,-0.701,-0.246,-0.764,0.114,-0.468,-0.06,-0.324,-0.058,-0.163,-0.402,0.084,-0.586,0.075,0.034,0.046,-1.105,0,0,7130
"14577",0.5059382,0.5219156,-0.0235777,0.127,0.124,0.294,0.267,0.086,0.261,0.077,-0.36,0.543,-0.245,0.115,-0.396,0.007,0.551,-0.421,0.398,-0.158,0.139,0,0,18345
"14578",0.4361371,0.54375,-0.02198922,0.256,0.356,0.39,0.257,-0.219,0.056,-0.124,-0.234,-0.253,0.037,0.023,-0.361,0.238,-0.287,-0.246,0.203,0.005,0.332,0,0,8421
"14579",0.4990368,0.4962742,-0.007422326,-0.009,-0.032,0.026,-0.021,-0.163,0.033,-0.593,0.051,-1.525,-1.78,-0.077,-0.22,-0.599,-0.395,-0.547,-0.093,-0.459,-0.177,0,0,17812
"14580",0.4210526,0.3333333,-0.007422326,-0.371,-0.083,-0.357,0.271,-0.672,0.087,-0.226,-0.136,-0.104,-0.009,-0.031,-0.037,-0.504,-0.116,-0.229,-0.449,0.016,-0.66,0,0,5603
"14581",0.5272727,0.5338346,-0.01565314,-0.197,0.187,-0.755,-1.018,-0.558,-0.447,-0.602,-0.178,-0.37,-0.603,-0.745,-0.455,-0.928,0.817,-0.38,-0.564,-0.471,-0.023,0,0,10494
"14582",0.5282132,0.525974,0.01117248,-0.037,0.123,0.002,0.079,0.163,0.115,0.394,0.453,0.056,0.059,0.257,0.071,0.229,-0.032,0.427,0.103,0.282,0.325,0,0,1639
"14583",0.5,0.6666667,0.005970079,0.449,0.267,0.243,0.338,0.124,0.259,0.308,-0.259,0.423,0.258,0.267,-0.166,0.175,0.182,-0.076,0.098,0.338,-0.066,0,0,3377
"14584",0.5211629,0.5086372,-0.009654593,-0.006,0.144,0.145,0.029,-0.395,0.198,0.256,-0.121,0.171,0.465,0.163,-0.051,-0.076,0.131,0.382,0.194,-0.069,0.034,0,0,403
"14585",0.4694656,0.5257732,-0.03419278,-0.636,-0.436,-0.93,-0.169,-0.612,-1.183,-0.587,-0.295,-0.41,-0.735,-0.73,-0.576,-0.824,-0.496,-0.464,-0.865,-0.475,-1.166,0,0,10272
"14586",0.5460526,0.5523013,-0.01610776,0.119,0.137,0.184,0.016,-0.165,-0.059,-0.557,-0.579,-0.058,-0.224,0.084,-0.019,-0.428,-0.034,-0.483,-0.057,-1.022,-0.137,0,0,6631
"14587",0.4990368,0.4962742,-0.01006885,-0.056,-0.469,0.128,-0.52,-0.246,-0.205,-2.486,-0.297,0.016,-0.363,-0.704,0.46,0.022,0.073,-0.48,-0.06,-0.355,0.308,1,0,4522
"14588",0.5887728,0.5398693,-0.03112597,0.034,0.173,-0.152,0.047,-0.042,0.238,0.164,0.003,0.12,-0.437,-0.02,-0.373,0.299,0.168,0.035,0.057,0.512,0.366,0,0,11613
"14589",0.4761905,0.4666667,-0.02775612,0.181,-0.061,0.043,-0.12,-0.139,0.053,-0.257,0.16,-0.392,-0.291,-0.02,-0.073,-0.059,0.047,0.06,-0.135,-0.205,0.183,0,0,879
"14590",0.5555556,0.75,0.0067493,-2.423,-3.436,-2.001,-1.648,-1.61,-3.532,-3.311,-2.462,-1.998,-2.976,-2.802,-2.795,-3.179,-2.53,-1.803,-2.651,-3.008,-3.91,0,0,2659
"14591",0.1019108,0.03296703,0.000312168,-1.244,-2.027,-1.384,-1.534,-1.309,-1.963,-3.152,-2.119,-1.687,-1.209,-1.891,-2.893,-2.408,-1.815,-1.237,-1.512,-0.888,-1.61,0,0,18359
"14592",0.5507442,0.5092937,0.002802641,0.163,0.425,0.206,0.176,0.517,-0.099,0.446,0.114,0.087,0.088,0.289,-0.114,0.317,0.148,0.143,0.26,0.188,0.25,0,0,12384
"14593",0.5088968,0.5,-0.02706233,-0.44,-1.603,-0.211,-0.733,-0.386,-0.723,-0.767,-0.037,-0.188,-0.48,-0.347,-0.014,-0.731,-0.501,-0.56,-0.348,-0.797,-0.529,0,0,18064
"14594",0.4983759,0.4927273,-0.007422326,-0.018,-0.258,-0.073,0.155,0.328,0.134,0.555,0.13,-0.248,-0.088,0.469,-0.019,0.119,0.066,0.083,0.239,0.427,0.095,0,0,18561
"14595",0.5614035,0.5217391,-0.0149095,-0.216,-0.714,-0.248,-0.18,-0.037,-0.154,-0.056,-0.263,-0.188,-0.092,-0.206,-0.079,-0.108,-0.276,-0.376,-0.183,0.002,-0.437,0,0,3603
"14596",0.1295732,0.1558074,-0.02365072,-1.091,-0.958,-0.322,-0.137,-1.014,-1.589,-2.182,-0.974,-1.064,-0.424,-1.412,-1.226,-1.624,-1.771,-0.426,-1.204,-0.813,-1.772,0,0,5257
"14597",0.5032141,0.4977169,-0.004562341,0.005,0.06,0.004,0.454,-1.12,-0.372,-0.185,-0.118,-0.012,0.102,-0.51,-0.565,0.168,-0.031,-0.337,0.063,-0.325,-0.305,0,0,4164
"14598",0.4727749,0.5014822,-0.009274592,0.082,0.206,0.109,0.088,0.107,0.027,0.38,0.112,-0.006,-0.059,0.233,-0.024,-1.015,-0.212,-0.038,0.271,0.164,-0.032,0,0,8187
"14599",0.505618,0.3,-0.01025095,-0.243,-0.561,0.015,-0.202,-0.5,-1.39,-0.135,0.075,0.08,-0.146,-0.835,-0.154,-0.407,-0.483,-0.452,-0.948,-1.038,0.216,0,0,9767
"14600",0.5431655,0.5219512,-0.03264408,-0.512,-0.412,-0.049,-0.074,0.02,-0.174,-1.225,-0.339,-0.155,0.056,-0.607,-0.241,-0.435,-0.351,-0.062,-0.475,-0.177,-0.251,0,0,7141
"14601",0.5742857,0.5276725,-0.0755793,0.257,0.07,0.209,0.088,0.212,0.359,0.153,0.191,0.127,0.255,0.107,0.177,0.159,0.237,-0.033,0.02,0.276,0.33,0,0,5796
"14602",0.4955996,0.4976122,-0.01349244,-0.507,-0.79,-0.639,0.071,-0.274,-0.893,0.089,-0.528,-0.161,-0.099,-0.498,-0.82,-0.942,-0.803,-0.917,-1.514,-0.426,-0.385,0,1,2815
"14603",0.5333333,0.4782609,-0.009142285,-0.298,-0.039,0.007,0.114,-0.664,-0.136,-0.973,-0.036,-0.045,-0.15,-0.331,-0.597,-0.483,0.029,-0.515,-0.176,-0.698,-0.188,0,0,14847
"14604",0.3755274,0.4758621,-0.005442782,-0.432,0,-0.07,0.171,-0.168,-0.039,-0.116,0.178,0.108,0.082,0.057,-0.372,-0.096,-0.49,-0.195,0.03,0.046,0.378,0,0,2880
"14605",0.5286344,0.5021062,-0.05951961,-0.028,-0.391,0.221,0.033,-0.016,-0.054,-0.128,-0.053,0.056,-0.373,-0.192,-0.203,-0.323,-0.217,-0.745,-0.11,-0.718,-0.588,1,0,11572
"14606",0.488,0.493007,0.004129637,-0.16,-0.145,0.024,-0.208,-0.151,-0.176,-0.499,0.217,0.302,-0.482,-0.06,-0.528,-0.589,-0.618,-0.75,-0.064,-0.61,-0.112,0,0,1776
"14607",0.375,0.5265306,-0.007422326,0.24,0.399,0.315,0.298,0.159,0.181,0.163,0.142,-0.045,-0.021,0.092,0.286,0.276,0.151,-0.316,-0.031,-0.006,-0.068,0,0,14221
"14608",0.562942,0.5544554,-0.02250998,0.325,0.043,0.074,0.005,0.078,0.101,-0.26,-0.423,0.026,0.055,0.24,0.216,-0.152,0.242,-0.374,0.126,-0.192,-0.154,0,0,15439
"14609",0.7142857,1,-0.000254698,0.125,-0.016,0.217,0.039,0.431,0.263,0.164,-0.002,0.208,0.379,0.256,0.281,0.269,0.454,-0.253,0.315,0.342,-0.085,0,0,16489
"14610",0.5961538,0.5555556,-0.02104985,0.276,0.163,0.281,0.221,-0.029,0.014,0.141,-0.273,-0.042,-0.086,0.364,0.534,0.059,0.144,-0.071,-0.079,0.267,0.057,0,0,4011
"14611",0.5275229,0.4817518,0.008792164,0.187,0.273,0.026,0.227,0.127,0.374,0.307,0.436,-0.083,0.154,0.378,-0.237,0.489,0.324,0.348,0.133,-0.231,0.23,0,0,18152
"14612",0.375,0.4626866,-0.02156251,0.486,-1.035,0.168,-0.045,-0.572,-0.446,-0.291,-0.886,-0.572,-0.234,-0.195,-0.195,-0.266,-0.393,-0.039,-0.241,-0.909,-0.412,1,0,17079
"14613",0.5455746,0.5221622,-0.007422326,0.308,0.283,0.229,0.364,0.181,0.249,0.256,-0.082,0.183,0.231,0.268,0.284,0.293,0.298,-0.088,0.263,0.311,0.043,0,0,3461
"14614",0.5857947,0.5553236,-0.02341777,-0.078,0.032,-0.159,0.021,-0.125,-0.324,-0.321,0.05,0.234,0.204,0.092,0.265,0.127,0.159,0.079,0.055,-0.208,-0.385,0,0,1107
"14615",0.5010235,0.4827586,-0.007359523,0.063,0.011,0.253,0.2,0.177,0.13,0.271,0.195,0.326,0.161,0.124,-0.341,0.108,-0.011,0.374,0.219,0.203,0.362,0,0,10340
"14616",0.5047455,0.5020886,-0.02245888,-0.265,-1.631,-0.428,-0.607,-0.596,-1.037,-0.486,-0.477,-0.073,-0.01,0.021,-0.208,-0.593,-0.147,-0.213,-0.304,-0.56,-0.079,0,0,11157
"14617",0.5015839,0.515625,0.005724887,0.146,0.343,0.296,0.583,0.063,0.398,-0.129,0.268,0.366,0.203,0.369,0.138,0.495,0.444,0.161,0.391,0.388,0.354,0,0,16668
"14618",1,1,-0.007422326,0.36,0.24,-0.018,0.152,0.266,0.232,0.139,0.042,0.031,0.122,0.16,0.214,0.252,0.336,-0.058,0.326,0.51,-0.07,0,0,3130
"14619",0.563981,0.5751634,-0.01996031,-0.383,-0.83,-0.2,-0.083,-0.366,-0.216,-0.717,-0.531,-0.043,-0.03,-0.108,-0.558,-0.079,-0.382,-0.255,-0.487,-0.439,-0.995,0,0,10601
"14620",0.4935622,0.4675926,-0.01889647,-0.05,0.047,-0.104,0.212,0.156,-0.286,0.221,0.004,0.037,-0.791,-0.03,-0.797,0.075,-0.058,-0.148,-0.188,0.021,-0.081,0,0,12327
"14621",0.4414286,0.472383,-0.1034426,-0.5,-0.561,0.037,-0.27,-0.47,-0.907,-0.499,-0.713,-0.083,0.348,-0.111,-0.755,0.055,-0.46,0.329,0.099,-0.753,0.551,0,0,1533
"14622",0.496981,0.5347044,0.03121824,0.06,-1.034,-0.19,-0.531,-0.321,-0.183,-0.783,-0.124,-0.039,-0.18,-0.073,-0.575,-0.4,-0.563,-0.856,-0.542,-2.781,-0.435,0,0,15722
"14623",0.4990368,0.4962742,-0.009530726,-0.245,-0.486,0.195,-0.155,-0.506,-0.375,-0.269,-0.261,-0.178,-0.293,-0.411,-0.304,-0.334,-0.129,-0.563,0.15,-0.587,0.218,0,0,4920
"14624",0.5755814,0.525,-0.0149521,-0.248,-0.154,0.124,-0.017,-0.093,-0.065,-0.063,-0.173,-0.055,-0.283,-0.13,-0.091,-0.827,-0.065,-0.238,-0.413,-0.289,-0.18,0,0,15592
"14625",0.6666667,1,-0.005961389,0.515,0.422,0.291,0.209,0.218,0.527,0.309,0.13,0.342,0.198,0.523,-0.135,0.405,0.429,-0.734,0.106,0.334,0.277,0,0,3099
"14626",0.1602564,0.1666667,-0.001757977,-1.638,-2.772,-1.651,-1.593,-1.899,-2.106,-2.867,-1.691,-1.663,-1.858,-1.671,-1.827,-2.287,-1.895,-0.774,-1.905,-2.991,-2.253,0,0,1629
"14627",0.5199468,0.4988558,-0.06371948,0.124,0.364,0.18,0.023,-0.054,0.23,0.059,0.027,0.25,0.353,0.209,0.25,0.516,0.182,0.405,0.272,-0.14,-0.072,0,0,12874
"14628",0.5769806,0.5093547,-0.004329572,0.161,-0.003,-0.037,0.181,0.374,-0.032,-0.191,-0.373,-0.349,-0.254,-0.069,-0.053,-0.096,-0.464,-0.332,0.143,-0.002,0.165,0,0,16715
"14629",0.4470904,0.4716981,0.05026662,-0.004,0.162,0.031,0.428,0.034,-0.004,0.143,0.268,-0.143,-0.367,0.174,0.028,0.005,0.04,-0.226,-0.371,0.033,-0.021,1,0,17523
"14630",0.5105796,0.5095949,0.003423451,-0.059,-0.051,0.063,-0.14,-0.409,-0.292,-0.841,-0.802,-0.371,-0.105,-0.204,-0.104,-0.523,-0.203,-0.228,-0.337,-0.525,-0.237,0,0,6755
"14631",0.5285412,0.4,0.000356643,0.106,-0.504,-0.07,0.247,-0.504,-0.939,-0.257,0.331,-0.055,-0.259,-0.064,-0.058,-0.449,-0.154,-0.589,-0.394,-0.424,0.028,0,0,17073
"14632",0.452381,0.4903469,-0.007961818,0.047,-0.439,0.029,0.041,0.212,-0.292,0.059,-0.034,0.024,0.063,-0.053,-0.201,-0.074,0.13,-0.125,0.119,0.047,0.047,0,0,11944
"14633",0.4439462,0.4158416,-0.008069734,-0.003,-0.135,0.322,0.078,0.234,0.142,0.129,0.254,0.308,0.346,0.079,0.171,0.176,0.13,-0.12,0.338,0.473,0.176,0,0,8232
"14634",0.5313283,0.5399061,0.003415187,-0.205,-0.623,-0.206,-0.261,-0.435,-0.261,0.053,-0.24,-0.294,-0.219,-0.258,-0.187,-0.529,0.104,0.078,-0.406,-0.058,0.011,0,0,10370
"14635",0.5093781,0.5041137,-0.1061741,0.503,0.227,0.456,0.266,-0.102,0.306,-0.469,0.358,0.385,0.039,-0.215,-0.231,-0.307,0.031,0.242,0.113,0.108,0.153,0,1,4921
"14636",0.4700718,0.5,-0.01764041,-0.258,-1.047,-0.059,-0.264,-0.268,-0.148,-0.516,0.215,-0.027,-0.361,-0.835,-0.292,-0.357,0.003,-0.055,-0.394,-0.421,-0.118,0,0,15267
"14637",0.464467,0.5006649,-0.03657886,-0.451,-0.824,-0.566,-0.485,-0.3,-0.354,-0.549,-0.458,-0.528,-0.796,0.149,-0.306,-0.078,-0.194,-0.166,0.108,-0.433,-0.516,0,0,11658
"14638",0.5047281,0.5723831,-0.008846894,-0.153,-0.454,-0.146,-0.241,-0.509,-0.371,-0.473,-0.656,-0.285,-0.094,-0.336,-0.198,-0.033,-0.028,0.046,-0.026,-0.574,-0.34,0,0,2662
"14639",0.4990368,0.4962742,0.005083388,-3.406,-3.792,-1.595,-1.471,-2.309,-4.18,-4.816,-2.383,-3.246,-2.489,-2.81,-2.498,-3.707,-3.368,-1.902,-3.394,-4.175,-3.891,0,0,15056
"14640",0.4990368,0.4962742,0.007016422,-1.84,-1.813,-0.681,-0.377,-1.802,-1.309,-3.51,-1.909,-1.421,-1.694,-1.581,-1.626,-1.909,-2.15,-1.416,-1.187,-2.62,-1.73,0,0,18184
"14641",0.5071973,0.5683761,0.02363172,0.11,-0.577,0.264,0.208,0.139,0.095,-0.088,-0.096,0.005,0.047,0.206,-0.334,0.294,-0.018,0.038,0.177,-0.138,0.113,0,0,5679
"14642",0.4819151,0.4767442,-0.02649574,-0.459,-0.55,-1.365,-0.616,-1.182,0.046,-1.172,-0.838,-0.512,-0.675,-0.657,-0.689,-0.78,-1.054,-0.132,-0.666,-0.518,-0.507,0,0,14383
"14643",0.7142857,0.6666667,-0.00565636,0.161,0.438,0.185,0.145,-0.129,0.052,0.008,0.147,0.162,-0.038,0.2,0.432,0.234,0.184,-0.275,0.043,0.208,0.391,0,0,3162
"14644",0.4485294,0.3731343,0.02038267,0.182,0.43,0.337,0.379,0.022,0.499,0.156,0.1,0.257,0.294,0.275,0.223,0.291,0.164,0.299,0.048,0.447,0.099,0,0,14342
"14645",0.5529101,0.5878378,0.02129385,-0.389,-0.824,-0.123,-0.344,-0.511,-0.661,-1.044,-0.509,-0.554,-0.797,-0.712,-0.827,-0.829,-0.439,-0.2,-1.101,-1.235,-0.793,0,0,11580
"14646",0.4387097,0.4705882,-0.03380709,-0.079,0.12,0.24,-0.232,0.462,-0.145,-0.106,-0.429,-0.036,-0.084,0.021,-0.049,-0.067,-0.315,-0.188,-0.439,-1.069,-0.749,0,0,5408
"14647",0.4583928,0.4337979,0.008435363,-0.374,-0.467,-0.154,-0.298,-0.714,-0.669,-1.345,-0.35,-0.556,-0.233,-0.36,-0.545,-0.498,-0.159,-0.524,-0.519,-1.054,-1.184,0,0,3120
"14648",0.5440647,0.5709091,0.003411204,0.136,-0.035,0.279,-0.07,-0.816,0.066,-0.15,0.196,-0.206,-0.193,0.05,-0.636,-0.078,0.095,-0.879,-0.151,-0.634,0.136,0,0,10852
"14649",0.2666667,0.5555556,-0.007422326,0.045,-0.118,0.143,-0.027,0.045,0.323,0.081,0.112,0.022,0.002,0.24,0.4,0.091,0.418,-0.012,0.169,0.308,0.259,0,0,2736
"14650",0.5833333,0.1818182,-0.007422326,-0.204,-0.369,-0.197,-0.286,-0.442,-0.372,-0.601,-0.264,-0.145,-0.257,-0.427,-0.167,-0.288,-0.276,-0.454,-0.074,-0.963,-0.459,0,0,14124
"14651",0.4929039,0.4774436,-0.007422326,-0.029,0.565,-0.036,-0.047,0.078,0.294,0.673,0.166,-0.221,0.284,0.164,0.435,0.327,0.428,-0.357,0.357,0.344,-0.419,0,0,9247
"14652",0.4765957,0.4827586,-0.05557962,-0.422,-0.488,-0.244,-0.333,-0.933,-0.706,-0.134,-0.719,-0.362,-0.265,-0.134,-0.547,-0.493,-0.162,-0.359,-0.386,-0.34,0.012,0,0,4521
"14653",0.5810277,0.5669291,0.02535178,-0.268,-0.447,-0.293,-0.221,-0.565,-1.083,-0.949,-0.623,-0.611,-0.629,-0.945,-0.074,-0.822,0.048,-0.619,-0.839,-0.698,-0.978,0,0,10388
"14654",0.5207026,0.5813953,-0.007422326,-0.194,-0.118,0.17,-0.006,-0.388,-0.097,-1.288,0.171,0.255,0.157,-0.174,0.096,0.023,-0.237,-0.098,-0.281,0.125,0.058,0,0,15425
"14655",0.5493885,0.5733945,-0.02932237,-0.107,0.043,-0.038,-0.066,-0.029,0.089,-0.521,0.071,-0.238,0.375,-0.195,-0.483,-0.181,-0.476,-0.762,0.05,-0.623,0.149,0,0,5413
"14656",0.4907652,0.519774,-0.01702773,0.398,0.263,0.382,0.313,-0.187,0.139,0.416,-0.071,0.245,-0.01,0.152,0.171,0.227,0.318,0.148,0.437,-0.042,0.225,0,0,2468
"14657",0.4911032,0.505171,0.01050665,-0.069,-1.759,-0.242,0.013,-0.349,-0.469,-0.029,-0.35,-0.35,0.156,-0.219,-0.324,-0.195,-0.238,0.103,-0.586,-0.487,-0.027,0,0,17652
"14658",0.4655477,0.5026316,0.005453818,0.031,-0.297,-0.216,-0.057,-0.024,-0.162,-0.482,-0.277,-0.483,-0.716,-0.253,-0.348,0.152,0.118,-0.306,-0.397,-0.52,0.379,0,0,10045
"14659",0.5386639,0.481069,-0.007422326,-0.865,-0.361,-0.241,-0.219,-0.448,-0.703,-0.306,-0.54,-0.243,-0.052,-0.171,-0.274,-0.46,-0.131,-0.302,-0.465,-0.716,-0.103,0,0,6953
"14660",0.1818182,0.5333333,-0.01080222,-0.119,-0.494,0.06,-0.018,0.188,0.122,0.051,-0.11,-0.266,-0.149,-0.194,-0.253,0.253,0.185,-0.144,0.184,0.122,-0.182,0,0,9533
"14661",0.5802998,0.5658199,0.0184673,-0.271,-0.548,-0.291,-0.203,0.282,-0.07,0.635,-0.455,-0.105,0,0.22,-0.17,-0.234,-0.18,-0.391,0.254,-1.258,-0.198,0,0,8806
"14662",0.3604136,0.4276094,0.004590957,-0.489,-0.349,0.13,-0.126,-0.69,-0.564,-0.402,-0.286,-0.428,-0.167,-0.29,-0.721,-0.527,-0.294,-0.724,-0.024,-0.328,0.158,0,0,11251
"14663",0.5212736,0.5026178,-0.007001115,0.196,-0.046,0.363,-0.04,-1.269,-0.837,-0.694,-0.337,0.067,-0.252,0.09,0.116,-0.341,0.014,0.243,0.227,-0.273,-0.376,0,0,7822
"14664",0.5726496,0.5405405,0.02199121,0.012,-0.112,-0.002,-0.16,0.192,-0.457,-0.8,-0.24,-0.122,-0.348,-0.424,-0.157,-0.199,-0.066,-0.384,-0.048,-0.729,-0.169,0,0,7444
"14665",0.4468193,0.5033138,-0.007422326,0.223,-0.07,0.218,0.31,0.141,-0.4,0.213,0.267,0.044,-0.022,0.446,0.119,0.111,-0.002,0.295,0.061,-0.601,0.162,0,0,5179
"14666",0.4516046,0.4752714,-0.02096169,0.453,0.377,0.121,-0.064,0.233,0.486,0.044,0.327,0.179,0.459,0.258,-0.338,0.524,0.242,0.34,0.066,0.723,0.458,0,0,10401
"14667",0.5263158,0.4703833,0.04597668,0.228,-0.218,-0.119,-0.306,-0.728,-0.414,-0.797,-0.03,-0.043,-0.089,-0.039,-0.309,-0.289,-0.429,-0.176,-0.546,-0.193,-0.6,0,0,17423
"14668",0.3381601,0.3240997,-0.01443803,-1.572,-1.208,-0.985,-0.518,-2.072,-2.002,-1.364,-1.203,-1.222,-1.695,-1.797,-1.712,-1.749,-2.286,-1.026,-1.209,-2.953,-2.025,0,0,8331
"14669",0,0,-0.007422326,0.067,-0.007,0.496,0.357,0.173,0.099,-0.306,-0.03,-0.594,-0.858,0.089,0.487,0.122,0.199,-0.368,-0.004,-0.257,-0.095,0,0,16944
"14670",0.2424242,0.3333333,-0.003524033,-2.252,-3.278,-1.948,-2.087,-2.151,-2.624,-2.952,-2.747,-2.888,-3.485,-2.538,-2.366,-2.365,-2.545,-2.407,-2.634,-1.937,-4.024,0,0,5466
"14671",0.06976744,0.09375,0.007102581,-1.57,-1.765,-1.303,-1.625,-1.009,-1.122,-2.609,-1.569,-1.649,-1.591,-2.243,-1.379,-1.574,-2.402,-2.34,-2.14,-1.829,-2.602,0,0,4399
"14672",0.5153785,0.4999202,0.003195089,-0.546,-0.949,-0.355,-0.369,0.196,-0.888,-0.069,-0.208,-0.365,-0.541,-0.462,-0.222,-0.574,-0.584,-0.312,-0.728,-0.33,-0.52,1,0,1316
"14673",0.4624329,0.4904535,-0.05508271,0.103,0.382,-0.269,0.158,0.039,0.276,0.483,0.134,0.388,0.257,0.337,0.057,0.201,0.15,0.121,0.143,0.551,0.283,0,0,6472
"14674",0.5454545,0.4666667,-0.01355022,-0.296,-0.737,-0.334,-0.037,-0.045,-0.449,0.077,-0.411,-0.341,0.041,-0.074,-0.381,-0.153,-0.698,-0.339,-0.12,-0.153,-0.361,0,0,6382
"14675",0.5193498,0.5282258,0.01465007,0.261,0.044,0.212,0.669,0.34,0.236,-0.147,0.314,-0.077,-0.093,-0.059,0.076,0.031,0.446,-0.175,0.055,-0.009,-0.263,0,0,6291
"14676",0.4542683,0.5269461,0.009209586,0.132,0.237,0.034,-0.079,0.333,0.357,0.321,0.126,0.101,0.425,0.268,0.037,0.144,0.342,0.11,0.434,0.321,0.055,0,0,3809
"14677",0.4852217,0.5,-0.007422326,-0.171,-0.943,-0.08,-0.026,-0.133,0.02,-0.055,-0.277,-0.407,-0.667,-0.095,0.199,-0.128,-0.078,-0.109,0.167,-0.381,-0.035,0,0,11742
"14678",0.4444444,0.5581395,0.03162483,0.214,0.285,0.219,0.491,0.124,0.22,0.524,-0.059,0.382,-0.289,0.2,-0.665,-0.37,0.21,-0.294,0.229,-0.005,0.033,0,0,6728
"14679",0.5661041,0.5861183,0.003365823,0.113,0.213,-0.025,0.008,-0.166,0.088,0.472,-0.064,-0.381,-0.018,-0.05,0.382,0.249,0.095,-0.173,0.587,0.088,0.213,0,0,8834
"14680",0.5011338,0.4885496,-0.01633052,-0.094,-0.144,-0.157,-0.263,-0.904,-0.665,-0.395,-0.836,-0.05,-0.467,-0.496,-0.384,-0.444,-0.249,-0.125,-0.169,-0.249,-0.549,0,0,17817
"14681",0.4246575,0.5,-0.0815121,0.122,-0.06,0.238,-0.3,0.129,0.095,-0.046,-0.15,0.384,0.274,0.139,0.03,0.125,-0.078,0.103,-0.033,0.019,-0.086,0,0,1369
"14682",0.5106894,0.5164609,0.01067671,0.13,0.33,0.188,0.098,0.235,0.107,-0.152,0.109,0.261,0.175,-0.021,-0.188,0.353,0.131,0.08,0.181,0.628,0.21,1,0,704
"14683",0.5714286,0.3684211,-0.01033803,-0.025,-0.828,0.117,-0.492,0.06,0.009,-0.487,0.052,-0.122,-0.581,-0.331,-0.004,-0.246,-0.138,-0.306,-0.516,-0.322,-0.401,0,0,18582
"14684",0.5738255,0.5555556,0.00139769,0.02,0.364,0.434,0.025,-0.053,0.012,-0.134,0.174,0.07,0.097,0.032,-0.161,0.276,0.368,-0.2,0.099,-0.043,-0.145,0,0,12320
"14685",0.517106,0.375,-0.007422326,-0.628,-0.677,-0.681,-0.595,-1.128,-0.592,-1.012,-0.436,-0.846,-0.977,-0.301,-0.496,-1.107,-0.765,-0.365,-0.913,-1.09,-0.538,0,0,2040
"14686",0.5434298,0.5308311,0.005626966,0.123,0.17,0.075,-0.057,-0.329,-0.657,0.082,-0.617,-0.468,-0.893,-0.017,-0.076,-0.387,-0.094,-0.199,-0.036,-0.236,-0.345,0,0,8846
"14687",0.483853,0.4861025,0.008688148,-0.159,-0.018,0.244,0.359,0.016,0.045,-0.151,-0.075,0.108,-0.163,0.05,-0.209,0.083,0.113,0.064,0.129,0.068,0.147,0,0,11068
"14688",0.4895397,0.4693141,-0.008449289,0.19,-0.083,0.43,0.121,0.08,0.141,0.334,-0.015,0.109,0.311,0.317,0.082,0.113,0.118,0.027,0.147,0.065,0.228,0,0,2942
